id_pedido,fecha_pedido,id_cliente,descripcion_pedido,peso,volumen,estado_pedido
237,2024-10-28 20:41:32,8,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",90,8.0,cancelado
238,2021-11-23 18:00:51,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",60,4.0,pendiente
239,2020-11-15 13:04:36,7,Morbi a ipsum.,45,8.0,cancelado
240,2021-12-08 00:52:01,37,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",15,7.2,pendiente
241,2021-11-24 08:44:00,47,Nulla nisl.,30,5.5,en transito
242,2022-09-27 19:26:38,148,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",120,9.1,pendiente
243,2022-07-04 10:55:41,27,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,150,1.2,entregado
244,2022-03-16 23:38:04,128,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,30,5.5,cancelado
245,2023-07-10 20:02:29,94,Pellentesque at nulla.,120,7.2,en transito
246,2023-12-28 10:04:02,74,Ut at dolor quis odio consequat varius.,135,9.1,en transito
247,2024-11-03 05:24:57,64,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,15,2.5,cancelado
248,2022-03-01 10:35:24,103,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,45,3.1,entregado
249,2024-10-25 10:16:09,32,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",30,3.1,cancelado
250,2022-05-12 19:53:23,147,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,75,9.1,entregado
251,2020-10-02 23:20:20,29,Morbi ut odio.,120,8.0,entregado
252,2021-12-18 15:08:11,150,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",90,7.2,cancelado
253,2020-08-07 02:36:24,42,Etiam vel augue. Vestibulum rutrum rutrum neque.,15,7.2,en transito
254,2024-05-21 11:48:45,67,Etiam justo.,45,5.5,pendiente
255,2022-02-12 06:55:00,130,Proin risus. Praesent lectus.,120,6.0,cancelado
256,2022-02-26 00:17:42,146,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",30,4.8,pendiente
257,2022-01-20 14:57:44,50,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,45,1.2,entregado
258,2024-07-23 09:04:23,14,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",135,8.0,pendiente
259,2020-03-14 11:08:05,39,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",110,3.1,en transito
260,2024-11-26 02:08:36,71,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",60,2.5,entregado
261,2023-02-27 17:09:10,94,Integer non velit.,150,2.5,en transito
262,2024-05-20 22:41:29,119,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",15,8.0,en transito
263,2024-03-23 05:22:28,9,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",110,8.0,cancelado
264,2024-05-09 23:34:38,71,Donec semper sapien a libero. Nam dui.,45,2.5,entregado
265,2022-06-04 17:08:42,91,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,30,4.8,cancelado
266,2021-11-27 11:31:12,65,Suspendisse potenti.,75,5.5,cancelado
267,2020-03-02 09:36:09,21,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,45,1.2,en transito
268,2020-09-07 15:33:58,48,Suspendisse accumsan tortor quis turpis.,30,8.0,cancelado
269,2023-12-28 19:55:06,91,Nulla nisl. Nunc nisl.,75,4.8,pendiente
270,2023-08-14 15:34:39,134,Sed accumsan felis.,135,2.5,entregado
271,2022-12-24 11:22:33,20,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,150,9.1,pendiente
272,2021-07-21 17:11:18,90,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",45,1.2,pendiente
273,2020-09-20 18:53:35,104,Nullam molestie nibh in lectus.,45,9.1,cancelado
274,2021-01-30 09:31:43,111,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,15,7.2,entregado
275,2023-01-18 01:47:44,129,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,135,3.1,en transito
276,2024-05-10 01:24:37,41,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,15,7.2,entregado
277,2020-03-27 16:09:22,78,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",110,4.8,entregado
278,2021-06-23 04:34:55,93,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,110,3.1,en transito
279,2022-02-14 11:01:23,25,Sed accumsan felis. Ut at dolor quis odio consequat varius.,150,5.5,entregado
280,2022-12-19 23:02:47,28,In hac habitasse platea dictumst.,120,1.2,cancelado
281,2022-10-01 02:45:43,84,Praesent blandit lacinia erat.,120,2.5,pendiente
282,2024-12-04 16:15:34,43,Phasellus sit amet erat.,60,8.0,pendiente
283,2023-10-25 10:50:50,96,Duis mattis egestas metus.,110,8.0,entregado
284,2024-10-09 06:04:25,68,Aliquam non mauris. Morbi non lectus.,45,9.1,pendiente
285,2020-11-21 13:23:10,92,Proin risus. Praesent lectus.,60,3.1,en transito
286,2023-05-05 23:54:07,44,Nunc purus. Phasellus in felis.,150,1.2,cancelado
287,2021-07-31 11:19:02,145,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,45,1.2,en transito
288,2022-07-02 21:22:47,8,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,150,2.5,en transito
289,2024-10-05 20:56:41,124,Aenean sit amet justo. Morbi ut odio.,15,3.1,cancelado
290,2022-04-28 23:24:02,2,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",45,4.8,cancelado
291,2020-01-14 00:14:59,16,Aenean sit amet justo. Morbi ut odio.,75,8.0,entregado
292,2022-02-20 21:02:26,150,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",75,9.1,entregado
293,2020-08-29 16:14:10,53,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",90,9.1,en transito
294,2022-05-23 07:55:55,20,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",90,6.0,pendiente
295,2024-08-12 12:12:43,12,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,110,6.0,cancelado
296,2023-02-01 01:56:39,121,Donec posuere metus vitae ipsum.,135,6.0,pendiente
297,2024-04-01 14:28:51,80,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",135,4.8,cancelado
298,2020-02-24 05:02:43,68,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",120,5.5,cancelado
299,2020-09-28 10:25:18,15,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",45,7.2,entregado
300,2023-10-03 23:30:48,51,Curabitur gravida nisi at nibh.,75,6.0,entregado
301,2022-09-04 12:02:29,135,Aliquam non mauris. Morbi non lectus.,120,1.2,entregado
302,2021-07-10 13:07:59,42,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,120,4.8,pendiente
303,2022-07-17 04:42:38,12,In hac habitasse platea dictumst.,45,6.0,cancelado
304,2024-12-14 06:26:49,85,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",120,8.0,en transito
305,2023-06-01 05:16:05,8,Cras in purus eu magna vulputate luctus.,135,5.5,pendiente
306,2022-08-16 20:41:44,88,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,15,4.0,pendiente
307,2022-06-27 18:06:58,137,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",60,6.0,cancelado
308,2022-01-09 18:00:17,2,Proin at turpis a pede posuere nonummy.,75,7.2,entregado
309,2021-04-06 13:20:39,132,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",90,2.5,en transito
310,2022-12-05 01:27:42,141,Aenean fermentum.,15,5.5,pendiente
311,2020-03-21 02:36:08,110,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",120,5.5,pendiente
312,2023-02-27 23:30:52,82,Sed ante. Vivamus tortor.,120,4.8,cancelado
313,2022-06-13 15:09:34,86,Praesent lectus.,75,8.0,en transito
314,2023-11-13 20:54:15,143,Cras pellentesque volutpat dui.,75,8.0,pendiente
315,2020-08-21 04:50:27,6,Cras pellentesque volutpat dui.,60,2.5,cancelado
316,2023-02-12 09:03:21,116,Sed accumsan felis.,90,5.5,en transito
317,2020-02-28 10:55:13,49,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",75,8.0,en transito
318,2020-03-01 04:57:59,90,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",110,4.0,pendiente
319,2023-08-31 02:19:53,12,In quis justo.,45,5.5,en transito
320,2024-09-29 14:04:51,25,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,75,6.0,pendiente
321,2021-04-14 18:32:46,85,Duis mattis egestas metus. Aenean fermentum.,30,9.1,en transito
322,2021-07-02 22:22:26,95,Mauris lacinia sapien quis libero.,120,1.2,en transito
323,2022-08-01 04:42:51,79,Duis bibendum.,110,3.1,entregado
324,2024-06-21 12:29:20,60,In sagittis dui vel nisl.,135,4.0,cancelado
325,2024-10-28 00:31:29,23,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,120,2.5,pendiente
326,2020-09-07 05:36:22,67,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",135,5.5,entregado
327,2021-12-07 19:01:48,104,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,90,9.1,entregado
328,2022-03-12 12:35:34,86,Praesent blandit.,60,4.8,pendiente
329,2023-03-19 01:43:10,112,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",120,9.1,cancelado
330,2022-01-08 21:29:48,43,Praesent lectus.,15,2.5,pendiente
331,2020-09-21 17:27:21,6,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",150,4.8,entregado
332,2022-01-16 17:28:49,80,In quis justo. Maecenas rhoncus aliquam lacus.,150,2.5,en transito
333,2024-11-19 23:24:09,30,Quisque ut erat.,110,9.1,pendiente
334,2020-10-11 07:34:31,104,Nunc purus.,150,4.0,entregado
335,2021-07-13 01:11:14,79,Aliquam non mauris. Morbi non lectus.,120,8.0,entregado
336,2024-01-29 01:53:20,142,Aenean sit amet justo. Morbi ut odio.,135,7.2,pendiente
337,2020-04-08 09:21:49,145,Sed ante.,60,8.0,en transito
338,2020-05-04 00:12:19,107,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,135,7.2,pendiente
339,2023-10-22 07:20:27,49,Proin at turpis a pede posuere nonummy. Integer non velit.,75,5.5,entregado
340,2021-09-06 22:24:54,68,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",15,3.1,entregado
341,2021-02-07 19:09:42,6,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,90,4.8,entregado
342,2021-07-31 01:05:55,59,Nunc rhoncus dui vel sem. Sed sagittis.,60,4.8,entregado
343,2022-01-05 11:25:53,135,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,30,1.2,entregado
344,2022-04-20 13:10:19,146,Nulla mollis molestie lorem. Quisque ut erat.,30,4.0,en transito
345,2021-03-24 11:30:40,19,Quisque porta volutpat erat.,150,7.2,cancelado
346,2023-11-24 21:18:22,40,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,150,8.0,entregado
347,2024-02-16 13:41:45,39,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",75,4.8,cancelado
348,2020-05-11 06:32:32,117,Sed ante. Vivamus tortor.,90,3.1,cancelado
349,2023-10-11 22:45:21,111,Nulla ut erat id mauris vulputate elementum.,45,5.5,pendiente
350,2023-05-14 04:03:51,97,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",75,6.0,entregado
351,2023-04-19 23:14:16,143,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",120,9.1,pendiente
352,2021-05-21 11:16:52,33,Aliquam erat volutpat. In congue.,30,7.2,entregado
353,2022-06-14 12:41:05,2,Morbi non lectus.,45,9.1,cancelado
354,2023-06-25 04:35:27,145,Curabitur gravida nisi at nibh.,15,6.0,en transito
355,2022-09-22 18:32:20,77,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",120,5.5,cancelado
356,2021-10-16 19:43:01,102,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",150,4.8,entregado
357,2022-05-09 22:56:20,113,Nam tristique tortor eu pede.,110,9.1,cancelado
358,2024-05-27 01:42:55,111,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",45,8.0,cancelado
359,2023-01-26 21:02:59,138,Etiam vel augue. Vestibulum rutrum rutrum neque.,75,5.5,entregado
360,2021-07-27 22:28:05,87,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",60,9.1,cancelado
361,2024-03-31 09:19:19,22,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,45,8.0,pendiente
362,2023-07-16 14:28:31,21,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",110,8.0,cancelado
363,2023-07-07 08:31:43,3,In congue.,45,1.2,entregado
364,2023-07-31 02:16:14,117,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,45,1.2,en transito
365,2021-03-11 02:34:56,8,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,30,8.0,cancelado
366,2024-02-15 04:48:45,119,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",150,7.2,en transito
367,2024-11-15 22:49:43,45,Nunc purus.,75,3.1,cancelado
368,2023-01-18 03:09:21,60,Donec posuere metus vitae ipsum. Aliquam non mauris.,135,8.0,en transito
369,2024-12-01 14:07:56,20,Donec quis orci eget orci vehicula condimentum.,45,9.1,pendiente
370,2020-04-11 11:14:24,144,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",60,3.1,pendiente
371,2021-12-06 01:46:15,1,Vivamus vel nulla eget eros elementum pellentesque.,150,2.5,pendiente
372,2021-11-17 23:22:56,144,Nulla tellus. In sagittis dui vel nisl.,45,9.1,entregado
373,2021-02-09 08:24:12,81,Praesent blandit.,75,8.0,en transito
374,2024-06-12 17:02:10,56,Praesent lectus.,45,9.1,en transito
375,2023-11-12 02:55:05,138,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,15,9.1,pendiente
376,2022-05-29 21:47:05,75,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",30,1.2,entregado
377,2020-03-21 16:42:02,73,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,90,6.0,entregado
378,2021-11-05 11:31:52,10,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,30,8.0,en transito
379,2021-11-09 19:55:34,104,Integer tincidunt ante vel ipsum.,75,3.1,en transito
380,2023-08-08 19:59:24,103,In blandit ultrices enim.,90,2.5,cancelado
381,2024-12-23 03:02:00,58,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",75,7.2,entregado
382,2022-08-13 14:41:36,115,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,15,8.0,pendiente
383,2023-03-29 19:26:53,94,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",75,2.5,entregado
384,2021-06-06 06:06:55,66,Aenean lectus. Pellentesque eget nunc.,45,6.0,entregado
385,2021-03-24 05:02:34,53,Nulla ut erat id mauris vulputate elementum. Nullam varius.,90,3.1,pendiente
386,2020-07-17 22:34:29,16,Curabitur in libero ut massa volutpat convallis.,75,9.1,cancelado
387,2021-08-20 08:02:25,51,Integer ac leo.,120,2.5,en transito
388,2021-10-12 15:18:38,79,Proin interdum mauris non ligula pellentesque ultrices.,150,5.5,en transito
389,2021-01-16 00:39:57,17,Vivamus vestibulum sagittis sapien.,30,1.2,pendiente
390,2022-04-01 09:01:43,107,Nunc nisl.,30,8.0,entregado
391,2022-12-30 21:13:41,84,Suspendisse potenti. In eleifend quam a odio.,45,4.8,pendiente
392,2023-01-01 15:05:53,128,Donec ut mauris eget massa tempor convallis.,90,1.2,en transito
393,2023-04-12 12:54:15,32,Sed ante.,135,7.2,en transito
394,2023-08-15 04:49:34,75,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,30,5.5,entregado
395,2022-10-01 02:44:25,141,In sagittis dui vel nisl. Duis ac nibh.,60,5.5,en transito
396,2021-05-15 07:32:59,78,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",30,8.0,en transito
397,2022-10-24 13:13:54,66,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",110,4.8,cancelado
398,2022-08-31 07:54:59,123,Sed ante. Vivamus tortor.,30,9.1,en transito
399,2020-05-18 02:00:20,52,Pellentesque ultrices mattis odio.,90,2.5,pendiente
400,2021-03-03 05:44:04,78,Curabitur convallis.,75,4.0,pendiente
401,2023-07-23 04:23:49,19,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,60,5.5,entregado
402,2024-03-13 02:39:52,148,Nunc purus. Phasellus in felis.,120,1.2,entregado
403,2021-08-12 10:38:32,117,Curabitur convallis.,90,7.2,entregado
404,2022-05-20 20:23:31,100,Duis ac nibh.,90,9.1,pendiente
405,2022-09-27 04:18:49,82,Maecenas pulvinar lobortis est.,120,5.5,cancelado
406,2024-12-12 20:07:16,101,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",120,7.2,en transito
407,2020-07-20 04:22:24,63,Aenean sit amet justo.,90,4.8,en transito
408,2023-07-17 07:26:03,40,Nunc rhoncus dui vel sem.,120,7.2,pendiente
409,2023-02-20 16:22:13,139,Fusce consequat. Nulla nisl.,60,4.8,cancelado
410,2021-01-27 06:00:10,129,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",135,2.5,entregado
411,2020-09-18 07:14:50,105,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",150,6.0,pendiente
412,2020-10-20 02:09:26,37,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",110,7.2,pendiente
413,2023-02-05 02:59:22,76,Nunc rhoncus dui vel sem. Sed sagittis.,110,9.1,pendiente
414,2024-07-18 06:18:12,137,Nulla tempus.,135,3.1,cancelado
415,2020-02-24 12:11:27,42,Praesent lectus.,110,4.8,pendiente
416,2022-08-30 19:41:42,132,Aliquam sit amet diam in magna bibendum imperdiet.,60,9.1,entregado
417,2021-02-16 07:16:56,85,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",75,4.0,entregado
418,2021-08-25 12:44:30,110,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",135,7.2,cancelado
419,2021-09-12 07:34:37,124,Aenean fermentum.,15,4.0,entregado
420,2024-08-06 01:40:46,75,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",90,2.5,entregado
421,2021-01-18 21:26:16,67,Aenean lectus.,15,1.2,entregado
422,2024-03-10 23:43:32,105,Aliquam erat volutpat.,45,4.8,cancelado
423,2023-03-29 17:49:08,76,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",135,5.5,entregado
424,2021-04-01 09:58:26,44,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",90,4.8,en transito
425,2022-04-06 10:25:01,128,Morbi non quam nec dui luctus rutrum.,60,4.0,pendiente
426,2022-05-23 04:19:40,16,Suspendisse accumsan tortor quis turpis. Sed ante.,135,5.5,en transito
427,2024-04-19 21:56:33,103,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",45,8.0,pendiente
428,2023-06-04 20:21:19,5,Ut at dolor quis odio consequat varius. Integer ac leo.,15,3.1,pendiente
429,2022-02-23 01:00:03,104,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,60,5.5,pendiente
430,2023-08-01 21:51:51,71,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",15,4.0,cancelado
431,2023-10-20 20:10:23,120,Integer ac neque. Duis bibendum.,90,5.5,entregado
432,2023-09-29 14:55:22,52,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,150,7.2,entregado
433,2023-05-17 12:22:52,8,Etiam vel augue. Vestibulum rutrum rutrum neque.,90,1.2,cancelado
434,2023-04-04 13:52:28,107,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,150,5.5,cancelado
435,2020-08-12 07:48:50,111,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",60,4.0,cancelado
436,2023-08-06 14:36:00,46,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",75,1.2,pendiente
437,2023-12-27 13:34:31,34,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",15,7.2,pendiente
438,2021-11-08 12:48:55,4,Vivamus tortor.,150,6.0,pendiente
439,2020-05-21 18:15:21,49,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,150,6.0,pendiente
440,2020-07-26 01:12:12,150,Morbi non lectus.,120,8.0,pendiente
441,2023-05-25 22:00:42,117,In sagittis dui vel nisl. Duis ac nibh.,75,4.8,pendiente
442,2023-07-10 10:24:47,144,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",150,2.5,en transito
443,2024-03-19 01:05:24,13,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",15,4.8,pendiente
444,2022-11-12 14:07:28,53,Duis ac nibh.,120,4.8,entregado
445,2022-10-19 09:56:35,67,Morbi non quam nec dui luctus rutrum. Nulla tellus.,30,5.5,en transito
446,2021-10-17 08:52:13,110,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",120,2.5,pendiente
447,2023-10-04 12:36:03,57,Aenean lectus.,60,3.1,pendiente
448,2022-10-17 12:01:34,66,In hac habitasse platea dictumst.,120,1.2,entregado
449,2023-05-10 21:56:44,25,Maecenas pulvinar lobortis est.,110,6.0,pendiente
450,2024-03-18 07:28:34,95,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,45,3.1,en transito
451,2023-02-07 00:31:40,24,Maecenas tincidunt lacus at velit.,90,1.2,entregado
452,2020-12-19 07:56:00,94,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,75,6.0,entregado
453,2023-02-08 04:45:40,1,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,120,7.2,entregado
454,2023-06-23 03:16:27,40,Aenean lectus.,150,4.0,pendiente
455,2024-01-09 06:28:55,3,Morbi vel lectus in quam fringilla rhoncus.,45,7.2,en transito
456,2022-08-10 12:59:30,140,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,15,4.8,entregado
457,2021-05-27 18:27:20,5,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",120,7.2,pendiente
458,2024-12-09 09:50:39,53,Duis consequat dui nec nisi volutpat eleifend.,60,6.0,en transito
459,2021-11-27 20:08:59,15,Sed accumsan felis.,110,3.1,en transito
460,2022-11-17 20:40:54,40,Etiam justo.,120,7.2,pendiente
461,2020-04-19 18:24:55,3,Quisque id justo sit amet sapien dignissim vestibulum.,45,4.8,en transito
462,2020-06-25 03:17:56,52,Praesent blandit.,90,9.1,en transito
463,2023-11-17 16:56:52,65,Sed sagittis.,135,2.5,pendiente
464,2023-03-12 16:35:44,6,Phasellus sit amet erat. Nulla tempus.,60,4.0,en transito
465,2021-03-20 16:39:31,112,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,110,9.1,en transito
466,2020-04-26 18:20:33,61,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",150,9.1,cancelado
467,2020-06-22 11:49:18,128,Ut tellus.,120,1.2,entregado
468,2022-01-07 09:55:20,96,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",15,3.1,pendiente
469,2023-08-24 03:31:21,78,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",90,3.1,pendiente
470,2020-05-21 19:37:15,125,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,120,9.1,cancelado
471,2022-02-02 14:59:46,125,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",45,5.5,pendiente
472,2020-06-29 18:47:16,135,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,30,4.0,en transito
473,2023-10-18 08:24:53,38,Donec vitae nisi.,75,3.1,pendiente
474,2022-04-21 02:48:59,91,Suspendisse ornare consequat lectus.,60,2.5,en transito
475,2022-02-05 06:53:45,32,Duis ac nibh.,15,2.5,en transito
476,2022-03-07 06:29:30,33,Phasellus sit amet erat.,30,3.1,cancelado
477,2020-12-22 00:36:31,39,Morbi a ipsum. Integer a nibh.,120,5.5,entregado
478,2020-02-04 20:11:35,108,In congue.,110,4.8,cancelado
