id_mantenimiento,id_vehiculo,fecha_mantenimiento,tipo_mantenimiento,descripcion_mantenimiento,costo_mantenimiento
243,7,2022-02-05 22:28:36,preventivo,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",279067.08
244,6,2021-01-29 22:17:25,correctivo,Duis consequat dui nec nisi volutpat eleifend.,181044.59
245,10,2024-10-15 16:26:38,preventivo,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",138469.03
246,4,2023-06-25 05:38:56,correctivo,Vivamus vestibulum sagittis sapien.,151933.67
247,2,2020-12-08 17:53:35,preventivo,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",67061.54
248,9,2022-02-16 03:35:29,correctivo,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",252417.79
249,4,2023-08-07 23:34:59,correctivo,Donec semper sapien a libero.,104409.34
250,3,2024-10-06 04:07:54,preventivo,Praesent id massa id nisl venenatis lacinia.,34027.46
251,1,2021-08-16 09:54:02,preventivo,Quisque id justo sit amet sapien dignissim vestibulum.,113832.63
252,2,2023-01-10 13:41:47,correctivo,Integer ac leo. Pellentesque ultrices mattis odio.,113209.91
253,8,2020-09-14 02:06:19,preventivo,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,216496.23
254,7,2023-07-01 20:43:11,preventivo,Proin risus.,26173.13
255,4,2021-11-20 20:25:11,preventivo,Etiam faucibus cursus urna. Ut tellus.,78113.99
256,8,2023-07-29 11:53:04,preventivo,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,113881.99
257,5,2024-11-27 02:02:25,correctivo,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",74871.14
258,8,2022-06-20 04:56:12,correctivo,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,263021.12
259,4,2022-04-10 06:58:31,correctivo,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",148560.59
260,8,2020-11-05 15:16:52,preventivo,Morbi quis tortor id nulla ultrices aliquet.,310504.36
261,9,2021-04-26 10:41:05,preventivo,Morbi vel lectus in quam fringilla rhoncus.,279254.86
262,8,2021-03-17 03:23:48,preventivo,Phasellus id sapien in sapien iaculis congue.,331430.73
263,10,2022-12-25 12:28:36,correctivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",231554.1
264,8,2022-12-14 00:45:23,preventivo,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",325889.37
265,5,2020-07-23 12:19:01,correctivo,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",196443.6
266,8,2024-07-02 12:02:07,correctivo,In eleifend quam a odio.,115570.47
267,9,2020-01-20 21:25:12,correctivo,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",223870.95
268,1,2024-08-01 03:02:13,correctivo,Duis bibendum. Morbi non quam nec dui luctus rutrum.,329524.7
269,5,2021-10-15 04:59:38,correctivo,Aliquam erat volutpat.,132641.74
270,5,2020-04-08 14:39:21,correctivo,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,83133.62
271,5,2024-04-14 20:11:03,preventivo,Suspendisse potenti. Nullam porttitor lacus at turpis.,11482.29
272,8,2020-05-28 09:51:45,preventivo,Duis consequat dui nec nisi volutpat eleifend.,211291.29
273,10,2024-09-16 02:12:41,correctivo,Donec quis orci eget orci vehicula condimentum.,41194.47
274,5,2022-05-21 14:10:09,preventivo,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",227389.23
275,7,2022-05-17 08:20:09,correctivo,Aliquam quis turpis eget elit sodales scelerisque.,119572.69
276,4,2023-09-11 03:04:45,correctivo,Aenean sit amet justo.,176568.52
277,7,2022-01-04 22:27:29,preventivo,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",134724.05
278,10,2024-06-30 13:34:34,preventivo,Duis ac nibh.,319230.16
279,10,2024-04-08 01:06:38,preventivo,Vivamus tortor. Duis mattis egestas metus.,165959.67
280,4,2023-12-03 19:32:37,correctivo,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",222829.9
281,9,2022-11-14 09:03:02,correctivo,Sed accumsan felis. Ut at dolor quis odio consequat varius.,93493.44
282,7,2022-07-13 22:23:12,preventivo,Aenean lectus. Pellentesque eget nunc.,172068.08
283,2,2023-01-03 20:13:35,preventivo,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",121056.74
284,4,2021-01-15 21:06:21,preventivo,Etiam vel augue. Vestibulum rutrum rutrum neque.,249985.5
285,6,2023-06-26 15:57:49,correctivo,Cras in purus eu magna vulputate luctus.,287318.84
286,4,2023-10-09 23:18:32,preventivo,Duis bibendum.,250287.24
287,4,2023-06-12 15:46:32,preventivo,Fusce consequat.,190757.42
288,8,2020-05-18 11:10:19,preventivo,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",189245.23
289,7,2022-12-03 07:34:29,preventivo,Nulla suscipit ligula in lacus.,64731.5
290,1,2023-05-19 14:13:29,correctivo,Nulla ut erat id mauris vulputate elementum. Nullam varius.,25706.37
291,4,2020-09-01 18:16:25,correctivo,Etiam vel augue. Vestibulum rutrum rutrum neque.,29763.14
292,9,2024-09-25 18:27:01,preventivo,Nunc rhoncus dui vel sem. Sed sagittis.,53793.81
293,1,2024-07-16 01:44:31,correctivo,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",163924.69
294,1,2023-05-21 18:04:28,preventivo,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",264701.33
295,10,2021-12-23 05:24:49,preventivo,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",233873.88
296,4,2021-05-08 07:04:24,preventivo,Praesent id massa id nisl venenatis lacinia.,14459.72
297,1,2024-04-06 10:52:03,correctivo,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",341559.18
298,9,2022-05-22 05:30:01,correctivo,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,143200.03
299,3,2020-11-25 21:55:04,preventivo,Pellentesque viverra pede ac diam.,301325.57
300,7,2024-10-27 05:39:13,correctivo,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",218344.82
301,6,2020-06-11 20:51:06,correctivo,Etiam pretium iaculis justo.,62626.73
302,1,2021-03-04 20:59:52,preventivo,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",37083.04
303,1,2020-05-08 16:46:03,correctivo,Nam tristique tortor eu pede.,105719.88
304,3,2023-09-03 16:03:47,correctivo,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,308177.91
305,1,2022-09-06 18:22:48,preventivo,Praesent id massa id nisl venenatis lacinia.,85740.63
306,7,2021-10-31 12:15:46,preventivo,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,268749.64
307,1,2020-01-01 01:26:26,correctivo,Quisque ut erat. Curabitur gravida nisi at nibh.,32900.62
308,6,2024-12-14 01:13:02,correctivo,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",200982.06
309,8,2024-10-22 07:17:57,correctivo,Sed ante. Vivamus tortor.,173029.34
310,1,2020-07-18 19:05:55,correctivo,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",141755.1
311,4,2024-05-27 08:07:12,preventivo,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,104247.62
312,1,2021-04-02 04:29:31,correctivo,In sagittis dui vel nisl.,86851.76
313,2,2022-11-02 16:01:50,correctivo,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",179739.09
314,5,2023-08-19 22:52:34,correctivo,In quis justo. Maecenas rhoncus aliquam lacus.,337557.13
315,5,2024-01-10 00:46:32,correctivo,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",32049.78
316,2,2020-06-25 06:55:19,correctivo,Aliquam erat volutpat.,251984.86
317,3,2023-12-24 12:14:53,correctivo,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",80049.63
318,4,2020-07-21 18:58:37,preventivo,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",34667.58
319,3,2020-11-13 01:37:40,preventivo,Morbi non quam nec dui luctus rutrum. Nulla tellus.,349351.71
320,7,2024-09-14 22:10:59,preventivo,Nulla mollis molestie lorem.,74601.49
321,4,2023-12-02 19:14:34,preventivo,Sed accumsan felis. Ut at dolor quis odio consequat varius.,313344.96
322,6,2020-08-04 20:26:48,preventivo,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",200655.02
323,3,2023-10-29 18:26:20,preventivo,Fusce consequat. Nulla nisl.,226618.47
324,4,2024-07-22 09:16:53,preventivo,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",219902.9
325,1,2020-05-22 00:22:37,correctivo,Suspendisse potenti.,56281.1
326,3,2021-12-21 12:47:19,preventivo,Nam tristique tortor eu pede.,238333.67
327,1,2023-01-06 15:51:04,preventivo,Sed vel enim sit amet nunc viverra dapibus.,34371.59
328,8,2021-04-22 05:42:18,preventivo,In hac habitasse platea dictumst.,347676.78
329,10,2020-03-03 00:54:28,correctivo,Sed accumsan felis.,108193.9
330,4,2023-11-06 02:27:20,correctivo,Vestibulum rutrum rutrum neque.,233206.53
331,3,2020-05-27 04:22:18,correctivo,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,268057.36
332,9,2020-12-15 02:26:39,preventivo,Nulla nisl. Nunc nisl.,306314.11
333,3,2023-09-15 12:45:34,preventivo,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,55667.5
334,8,2022-09-18 21:52:55,preventivo,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",203349.76
335,10,2021-02-02 10:38:27,preventivo,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",46722.31
336,9,2024-08-06 06:43:30,correctivo,Pellentesque eget nunc.,200231.64
337,9,2020-04-14 18:39:08,correctivo,Fusce consequat. Nulla nisl.,211876.66
338,9,2020-11-13 08:06:08,correctivo,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",295610.49
339,4,2020-11-24 07:21:47,correctivo,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",183869.24
340,7,2021-10-14 11:39:50,correctivo,Duis aliquam convallis nunc.,214559.71
341,5,2024-12-03 21:35:22,preventivo,Nulla ut erat id mauris vulputate elementum.,294759.02
342,5,2020-03-20 05:39:41,preventivo,Curabitur gravida nisi at nibh.,263180.43
343,7,2022-01-23 06:19:48,correctivo,Cras pellentesque volutpat dui.,201207.29
344,7,2020-06-19 15:06:58,correctivo,Integer tincidunt ante vel ipsum.,333308.35
345,10,2024-10-10 16:58:14,correctivo,In eleifend quam a odio. In hac habitasse platea dictumst.,93755.36
346,5,2022-12-19 15:54:20,preventivo,Quisque porta volutpat erat.,239197.03
347,3,2020-04-28 08:25:33,preventivo,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",79511.29
348,8,2020-01-13 02:31:09,preventivo,In hac habitasse platea dictumst.,149985.69
349,9,2023-11-08 19:03:29,correctivo,Maecenas rhoncus aliquam lacus.,287176.99
350,4,2021-08-06 18:24:11,correctivo,Duis mattis egestas metus.,338341.55
351,6,2022-03-01 03:00:20,preventivo,Morbi vel lectus in quam fringilla rhoncus.,289596.7
352,4,2024-12-14 05:24:40,preventivo,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",117946.47
353,7,2021-03-28 08:06:36,preventivo,Ut tellus. Nulla ut erat id mauris vulputate elementum.,315928.13
354,9,2024-04-04 12:37:37,preventivo,Duis aliquam convallis nunc.,175972.48
355,3,2024-02-25 08:35:49,correctivo,Pellentesque ultrices mattis odio. Donec vitae nisi.,209384.04
356,1,2020-07-27 18:54:24,correctivo,Maecenas pulvinar lobortis est.,282753.88
357,7,2024-05-18 16:12:14,correctivo,Vivamus tortor. Duis mattis egestas metus.,77758.96
358,1,2023-11-14 20:27:32,preventivo,Fusce posuere felis sed lacus.,311267.55
359,3,2024-11-24 12:53:55,correctivo,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",293196.68
360,1,2024-09-10 15:33:20,correctivo,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,127907.73
361,4,2022-04-16 03:25:11,preventivo,Nulla tellus.,182377.55
362,9,2024-02-04 20:55:37,correctivo,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",255537.76
363,9,2024-07-19 15:16:52,correctivo,Aenean lectus. Pellentesque eget nunc.,341198.02
364,6,2020-10-08 17:42:16,correctivo,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",333879.87
365,7,2021-02-15 04:27:11,preventivo,Curabitur at ipsum ac tellus semper interdum.,317751.21
366,1,2022-09-22 07:08:02,correctivo,Etiam vel augue.,225875.3
367,2,2021-08-10 15:31:17,correctivo,Etiam vel augue.,176330.57
368,1,2023-09-08 17:42:53,correctivo,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",11767.7
369,4,2021-12-15 06:34:39,correctivo,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,155453.73
370,7,2024-02-20 13:16:11,correctivo,Curabitur convallis.,187047.74
371,4,2022-04-16 12:55:54,preventivo,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",325667.36
372,7,2021-04-24 04:39:01,correctivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",165946.47
373,2,2022-10-30 07:17:39,preventivo,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,199728.0
374,5,2024-11-03 18:25:31,correctivo,Quisque ut erat. Curabitur gravida nisi at nibh.,188840.67
375,5,2022-11-09 00:18:58,preventivo,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",211187.56
376,3,2023-08-23 09:33:24,correctivo,Integer a nibh. In quis justo.,319331.96
377,6,2022-07-06 15:57:07,preventivo,Sed ante.,90183.06
378,4,2021-01-14 01:57:56,correctivo,Curabitur gravida nisi at nibh.,136616.38
379,3,2024-01-04 09:05:12,correctivo,Pellentesque at nulla. Suspendisse potenti.,50635.07
380,1,2022-08-15 09:43:28,preventivo,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",29455.16
381,3,2024-02-03 22:37:05,preventivo,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",318201.59
382,3,2022-06-10 05:39:08,preventivo,In eleifend quam a odio. In hac habitasse platea dictumst.,250704.47
383,10,2023-04-11 02:26:05,preventivo,Nullam porttitor lacus at turpis.,30751.66
384,5,2020-07-26 22:18:58,correctivo,Mauris sit amet eros.,63432.37
385,3,2024-06-07 01:25:37,preventivo,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",33964.61
386,9,2024-05-10 09:24:06,preventivo,In hac habitasse platea dictumst.,144381.43
387,6,2021-02-06 12:02:44,preventivo,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,138004.06
388,2,2024-09-07 07:10:44,correctivo,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",108229.22
389,9,2023-04-15 21:23:56,correctivo,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",107655.3
390,1,2024-05-05 12:01:08,correctivo,Proin risus. Praesent lectus.,292564.26
391,10,2023-02-04 14:16:55,preventivo,Vestibulum ac est lacinia nisi venenatis tristique.,114679.77
392,8,2023-09-09 20:40:41,preventivo,Duis mattis egestas metus.,114145.91
393,1,2024-09-27 11:24:28,preventivo,Donec quis orci eget orci vehicula condimentum.,281057.41
394,1,2023-01-22 20:16:07,correctivo,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,274169.18
395,4,2024-01-20 23:51:14,preventivo,Phasellus sit amet erat.,256791.28
396,3,2022-05-15 09:31:55,preventivo,Curabitur at ipsum ac tellus semper interdum.,303469.33
397,2,2021-01-04 18:08:40,correctivo,Vestibulum ac est lacinia nisi venenatis tristique.,112246.41
398,9,2020-09-05 10:12:36,preventivo,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",319638.69
399,6,2023-08-20 00:41:09,preventivo,Morbi quis tortor id nulla ultrices aliquet.,122163.66
400,5,2024-04-24 04:58:50,preventivo,Cras non velit nec nisi vulputate nonummy.,131294.99
401,9,2024-02-12 11:05:24,preventivo,Donec dapibus. Duis at velit eu est congue elementum.,90117.0
402,1,2022-06-14 19:14:27,preventivo,Duis at velit eu est congue elementum.,277041.34
403,3,2022-05-23 10:50:58,preventivo,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,250233.77
404,3,2020-06-27 20:22:34,correctivo,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",180782.84
405,5,2024-03-21 06:48:37,correctivo,In hac habitasse platea dictumst.,126544.48
406,2,2020-05-18 15:05:03,correctivo,In hac habitasse platea dictumst.,177468.69
407,5,2020-12-31 11:30:22,correctivo,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",225368.43
408,2,2021-02-21 17:20:49,preventivo,Phasellus id sapien in sapien iaculis congue.,289157.23
409,2,2023-08-05 09:54:26,preventivo,Nullam sit amet turpis elementum ligula vehicula consequat.,331553.51
410,8,2020-03-27 14:35:02,preventivo,In blandit ultrices enim.,59944.56
411,9,2020-07-27 22:29:33,preventivo,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",84365.08
412,7,2023-12-20 16:13:49,preventivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",60628.26
413,6,2023-06-28 00:40:47,preventivo,Integer ac leo.,201780.41
414,5,2023-09-19 09:18:27,preventivo,Etiam faucibus cursus urna.,199877.1
415,3,2020-08-01 09:37:20,correctivo,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",89916.96
416,5,2021-07-15 04:56:37,preventivo,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",328161.38
417,7,2020-05-26 07:05:25,preventivo,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,250491.0
418,5,2024-01-30 19:29:35,preventivo,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",249633.82
419,9,2023-01-13 06:34:56,preventivo,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,104271.47
420,3,2022-06-03 00:02:41,preventivo,Nullam porttitor lacus at turpis.,123775.69
421,9,2022-03-09 15:57:18,preventivo,Maecenas pulvinar lobortis est.,234109.17
422,6,2023-12-31 15:52:10,correctivo,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",262158.85
423,7,2021-05-17 03:17:27,preventivo,Phasellus id sapien in sapien iaculis congue.,62615.09
424,10,2024-04-07 12:10:29,preventivo,Vivamus tortor.,12948.58
425,8,2023-08-06 16:54:47,correctivo,Fusce posuere felis sed lacus.,332954.09
426,9,2023-06-07 17:59:44,correctivo,Aenean sit amet justo.,52418.37
427,5,2020-03-10 06:21:30,correctivo,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,28509.62
428,5,2023-11-24 23:27:04,correctivo,Duis ac nibh.,246037.72
429,7,2024-11-27 06:54:11,correctivo,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",194646.78
430,7,2021-12-04 13:14:20,correctivo,Pellentesque eget nunc.,99681.13
431,3,2023-03-19 20:16:32,correctivo,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,13455.48
432,10,2024-05-27 04:23:44,correctivo,Vestibulum rutrum rutrum neque.,323065.54
433,2,2021-04-06 19:33:56,preventivo,Nullam sit amet turpis elementum ligula vehicula consequat.,314199.2
434,2,2022-10-03 01:33:05,preventivo,Cras pellentesque volutpat dui.,142760.47
435,6,2020-10-14 10:39:23,correctivo,Nunc rhoncus dui vel sem.,146259.86
436,9,2021-12-08 23:39:23,correctivo,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",166115.65
437,2,2023-10-22 14:43:01,correctivo,Nulla ut erat id mauris vulputate elementum. Nullam varius.,253240.52
438,2,2021-10-21 00:00:02,preventivo,Etiam justo.,308700.28
439,6,2020-06-22 06:37:44,correctivo,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,323108.93
440,6,2021-03-09 01:38:32,preventivo,Pellentesque ultrices mattis odio.,133438.13
441,7,2023-08-12 09:57:52,correctivo,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,66578.77
442,8,2021-03-02 13:38:42,preventivo,Duis bibendum. Morbi non quam nec dui luctus rutrum.,243357.91
443,5,2022-02-18 11:17:54,correctivo,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,30111.26
444,8,2020-12-10 03:54:50,preventivo,Proin interdum mauris non ligula pellentesque ultrices.,134375.44
445,8,2022-07-19 22:44:09,preventivo,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",304568.74
446,3,2024-06-10 05:20:19,preventivo,Integer ac leo.,145986.09
447,10,2022-05-10 20:40:45,preventivo,Nunc rhoncus dui vel sem.,231669.2
448,4,2023-01-08 04:20:04,correctivo,Praesent id massa id nisl venenatis lacinia.,182671.88
449,4,2024-04-26 10:42:12,correctivo,Sed ante. Vivamus tortor.,295243.84
450,1,2021-10-12 22:38:49,preventivo,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",76045.12
451,2,2022-03-07 10:31:05,correctivo,Duis consequat dui nec nisi volutpat eleifend.,336200.75
452,3,2023-09-05 07:13:51,preventivo,In hac habitasse platea dictumst.,329943.38
453,10,2022-04-22 17:54:40,correctivo,In quis justo. Maecenas rhoncus aliquam lacus.,182352.64
454,6,2022-03-25 16:39:13,correctivo,Nulla ut erat id mauris vulputate elementum. Nullam varius.,110286.62
455,9,2021-01-20 19:41:28,preventivo,Nullam molestie nibh in lectus.,22017.0
456,5,2020-08-16 09:05:08,preventivo,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,236621.26
457,10,2022-03-12 04:24:37,correctivo,Quisque id justo sit amet sapien dignissim vestibulum.,13029.67
458,3,2020-05-22 21:03:07,preventivo,Integer ac neque.,50047.64
459,3,2023-04-09 13:30:06,correctivo,Nulla suscipit ligula in lacus.,23732.36
460,8,2020-07-07 04:29:07,correctivo,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,152254.77
461,7,2023-07-06 12:35:01,preventivo,Quisque porta volutpat erat.,199766.21
462,10,2020-12-10 13:21:10,preventivo,Nulla ut erat id mauris vulputate elementum. Nullam varius.,99325.4
463,7,2022-07-10 17:41:22,correctivo,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,283359.74
464,9,2023-05-20 13:45:20,correctivo,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,324799.42
465,6,2021-04-27 01:48:29,correctivo,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,170935.23
466,9,2024-04-26 03:27:05,correctivo,Fusce posuere felis sed lacus.,333721.48
467,8,2020-10-30 03:38:26,preventivo,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",245535.55
468,8,2020-01-03 12:21:24,correctivo,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",241075.24
469,1,2023-11-12 19:17:52,correctivo,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",201143.36
470,7,2022-09-09 13:05:30,correctivo,Pellentesque at nulla. Suspendisse potenti.,85667.28
471,5,2023-12-09 01:20:12,preventivo,Integer tincidunt ante vel ipsum.,47507.77
472,1,2023-10-18 15:28:02,preventivo,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,291550.99
473,9,2023-11-22 18:26:04,preventivo,Cras in purus eu magna vulputate luctus.,215716.08
474,7,2020-01-03 21:17:56,correctivo,Cras non velit nec nisi vulputate nonummy.,87890.48
475,6,2024-01-18 20:07:26,correctivo,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",158917.89
476,1,2023-07-19 04:53:04,correctivo,In quis justo. Maecenas rhoncus aliquam lacus.,199043.12
477,7,2023-09-27 14:53:30,preventivo,Aliquam erat volutpat.,187733.87
478,9,2023-06-04 02:39:21,correctivo,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",271093.72
479,2,2021-02-06 16:03:21,preventivo,Ut tellus. Nulla ut erat id mauris vulputate elementum.,320832.63
480,1,2021-12-04 13:00:56,preventivo,Vivamus in felis eu sapien cursus vestibulum.,88918.79
481,1,2020-02-03 22:53:00,preventivo,Ut tellus. Nulla ut erat id mauris vulputate elementum.,52748.37
482,4,2022-08-01 02:30:02,correctivo,Integer ac leo.,94429.73
483,5,2022-04-17 16:59:54,correctivo,Aliquam quis turpis eget elit sodales scelerisque.,80237.39
484,10,2024-09-14 05:45:02,preventivo,In hac habitasse platea dictumst.,302117.07
485,10,2024-08-12 22:07:20,correctivo,Maecenas rhoncus aliquam lacus.,189720.3
486,3,2022-07-28 20:53:12,preventivo,Donec semper sapien a libero.,75853.45
487,4,2024-03-05 07:55:06,correctivo,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,193367.94
488,1,2022-08-27 21:24:05,correctivo,Pellentesque ultrices mattis odio.,76651.88
489,10,2023-02-07 12:30:49,preventivo,Mauris lacinia sapien quis libero.,168782.21
490,3,2021-12-09 06:01:29,correctivo,Duis bibendum.,180002.78
